date,GTrends_BTC,GTrends_ETH
2022-07-06,50,8
2022-07-07,50,8
2022-07-08,50,8
2022-07-09,50,8
2022-07-10,45,8
2022-07-11,45,8
2022-07-12,45,8
2022-07-13,45,8
2022-07-14,45,8
2022-07-15,45,8
2022-07-16,45,8
2022-07-17,47,11
2022-07-18,47,11
2022-07-19,47,11
2022-07-20,47,11
2022-07-21,47,11
2022-07-22,47,11
2022-07-23,47,11
2022-07-24,41,10
2022-07-25,41,10
2022-07-26,41,10
2022-07-27,41,10
2022-07-28,41,10
2022-07-29,41,10
2022-07-30,41,10
2022-07-31,36,8
2022-08-01,36,8
2022-08-02,36,8
2022-08-03,36,8
2022-08-04,36,8
2022-08-05,36,8
2022-08-06,36,8
2022-08-07,34,10
2022-08-08,34,10
2022-08-09,34,10
2022-08-10,34,10
2022-08-11,34,10
2022-08-12,34,10
2022-08-13,34,10
2022-08-14,35,10
2022-08-15,35,10
2022-08-16,35,10
2022-08-17,35,10
2022-08-18,35,10
2022-08-19,35,10
2022-08-20,35,10
2022-08-21,32,8
2022-08-22,32,8
2022-08-23,32,8
2022-08-24,32,8
2022-08-25,32,8
2022-08-26,32,8
2022-08-27,32,8
2022-08-28,34,7
2022-08-29,34,7
2022-08-30,34,7
2022-08-31,34,7
2022-09-01,34,7
2022-09-02,34,7
2022-09-03,34,7
2022-09-04,33,9
2022-09-05,33,9
2022-09-06,33,9
2022-09-07,33,9
2022-09-08,33,9
2022-09-09,33,9
2022-09-10,33,9
2022-09-11,33,17
2022-09-12,33,17
2022-09-13,33,17
2022-09-14,33,17
2022-09-15,33,17
2022-09-16,33,17
2022-09-17,33,17
2022-09-18,34,10
2022-09-19,34,10
2022-09-20,34,10
2022-09-21,34,10
2022-09-22,34,10
2022-09-23,34,10
2022-09-24,34,10
2022-09-25,30,7
2022-09-26,30,7
2022-09-27,30,7
2022-09-28,30,7
2022-09-29,30,7
2022-09-30,30,7
2022-10-01,30,7
2022-10-02,28,6
2022-10-03,28,6
2022-10-04,28,6
2022-10-05,28,6
2022-10-06,28,6
2022-10-07,28,6
2022-10-08,28,6
2022-10-09,26,5
2022-10-10,26,5
2022-10-11,26,5
2022-10-12,26,5
2022-10-13,26,5
2022-10-14,26,5
2022-10-15,26,5
2022-10-16,25,5
2022-10-17,25,5
2022-10-18,25,5
2022-10-19,25,5
2022-10-20,25,5
2022-10-21,25,5
2022-10-22,25,5
2022-10-23,26,6
2022-10-24,26,6
2022-10-25,26,6
2022-10-26,26,6
2022-10-27,26,6
2022-10-28,26,6
2022-10-29,26,6
2022-10-30,27,6
2022-10-31,27,6
2022-11-01,27,6
2022-11-02,27,6
2022-11-03,27,6
2022-11-04,27,6
2022-11-05,27,6
2022-11-06,51,9
2022-11-07,51,9
2022-11-08,51,9
2022-11-09,51,9
2022-11-10,51,9
2022-11-11,51,9
2022-11-12,51,9
2022-11-13,48,7
2022-11-14,48,7
2022-11-15,48,7
2022-11-16,48,7
2022-11-17,48,7
2022-11-18,48,7
2022-11-19,48,7
2022-11-20,34,6
2022-11-21,34,6
2022-11-22,34,6
2022-11-23,34,6
2022-11-24,34,6
2022-11-25,34,6
2022-11-26,34,6
2022-11-27,30,5
2022-11-28,30,5
2022-11-29,30,5
2022-11-30,30,5
2022-12-01,30,5
2022-12-02,30,5
2022-12-03,30,5
2022-12-04,28,5
2022-12-05,28,5
2022-12-06,28,5
2022-12-07,28,5
2022-12-08,28,5
2022-12-09,28,5
2022-12-10,28,5
2022-12-11,30,5
2022-12-12,30,5
2022-12-13,30,5
2022-12-14,30,5
2022-12-15,30,5
2022-12-16,30,5
2022-12-17,30,5
2022-12-18,26,5
2022-12-19,26,5
2022-12-20,26,5
2022-12-21,26,5
2022-12-22,26,5
2022-12-23,26,5
2022-12-24,26,5
2022-12-25,27,5
2022-12-26,27,5
2022-12-27,27,5
2022-12-28,27,5
2022-12-29,27,5
2022-12-30,27,5
2022-12-31,27,5
2023-01-01,28,5
2023-01-02,28,5
2023-01-03,28,5
2023-01-04,28,5
2023-01-05,28,5
2023-01-06,28,5
2023-01-07,28,5
2023-01-08,32,6
2023-01-09,32,6
2023-01-10,32,6
2023-01-11,32,6
2023-01-12,32,6
2023-01-13,32,6
2023-01-14,32,6
2023-01-15,38,7
2023-01-16,38,7
2023-01-17,38,7
2023-01-18,38,7
2023-01-19,38,7
2023-01-20,38,7
2023-01-21,38,7
2023-01-22,34,6
2023-01-23,34,6
2023-01-24,34,6
2023-01-25,34,6
2023-01-26,34,6
2023-01-27,34,6
2023-01-28,34,6
2023-01-29,31,5
2023-01-30,31,5
2023-01-31,31,5
2023-02-01,31,5
2023-02-02,31,5
2023-02-03,31,5
2023-02-04,31,5
2023-02-05,29,5
2023-02-06,29,5
2023-02-07,29,5
2023-02-08,29,5
2023-02-09,29,5
2023-02-10,29,5
2023-02-11,29,5
2023-02-12,30,5
2023-02-13,30,5
2023-02-14,30,5
2023-02-15,30,5
2023-02-16,30,5
2023-02-17,30,5
2023-02-18,30,5
2023-02-19,29,5
2023-02-20,29,5
2023-02-21,29,5
2023-02-22,29,5
2023-02-23,29,5
2023-02-24,29,5
2023-02-25,29,5
2023-02-26,27,4
2023-02-27,27,4
2023-02-28,27,4
2023-03-01,27,4
2023-03-02,27,4
2023-03-03,27,4
2023-03-04,27,4
2023-03-05,28,4
2023-03-06,28,4
2023-03-07,28,4
2023-03-08,28,4
2023-03-09,28,4
2023-03-10,28,4
2023-03-11,28,4
2023-03-12,39,6
2023-03-13,39,6
2023-03-14,39,6
2023-03-15,39,6
2023-03-16,39,6
2023-03-17,39,6
2023-03-18,39,6
2023-03-19,42,6
2023-03-20,42,6
2023-03-21,42,6
2023-03-22,42,6
2023-03-23,42,6
2023-03-24,42,6
2023-03-25,42,6
2023-03-26,35,5
2023-03-27,35,5
2023-03-28,35,5
2023-03-29,35,5
2023-03-30,35,5
2023-03-31,35,5
2023-04-01,35,5
2023-04-02,33,5
2023-04-03,33,5
2023-04-04,33,5
2023-04-05,33,5
2023-04-06,33,5
2023-04-07,33,5
2023-04-08,33,5
2023-04-09,35,7
2023-04-10,35,7
2023-04-11,35,7
2023-04-12,35,7
2023-04-13,35,7
2023-04-14,35,7
2023-04-15,35,7
2023-04-16,33,6
2023-04-17,33,6
2023-04-18,33,6
2023-04-19,33,6
2023-04-20,33,6
2023-04-21,33,6
2023-04-22,33,6
2023-04-23,31,5
2023-04-24,31,5
2023-04-25,31,5
2023-04-26,31,5
2023-04-27,31,5
2023-04-28,31,5
2023-04-29,31,5
2023-04-30,30,4
2023-05-01,30,4
2023-05-02,30,4
2023-05-03,30,4
2023-05-04,30,4
2023-05-05,30,4
2023-05-06,30,4
2023-05-07,29,4
2023-05-08,29,4
2023-05-09,29,4
2023-05-10,29,4
2023-05-11,29,4
2023-05-12,29,4
2023-05-13,29,4
2023-05-14,24,4
2023-05-15,24,4
2023-05-16,24,4
2023-05-17,24,4
2023-05-18,24,4
2023-05-19,24,4
2023-05-20,24,4
2023-05-21,25,4
2023-05-22,25,4
2023-05-23,25,4
2023-05-24,25,4
2023-05-25,25,4
2023-05-26,25,4
2023-05-27,25,4
2023-05-28,26,4
2023-05-29,26,4
2023-05-30,26,4
2023-05-31,26,4
2023-06-01,26,4
2023-06-02,26,4
2023-06-03,26,4
2023-06-04,27,4
2023-06-05,27,4
2023-06-06,27,4
2023-06-07,27,4
2023-06-08,27,4
2023-06-09,27,4
2023-06-10,27,4
2023-06-11,28,4
2023-06-12,28,4
2023-06-13,28,4
2023-06-14,28,4
2023-06-15,28,4
2023-06-16,28,4
2023-06-17,28,4
2023-06-18,32,4
2023-06-19,32,4
2023-06-20,32,4
2023-06-21,32,4
2023-06-22,32,4
2023-06-23,32,4
2023-06-24,32,4
2023-06-25,31,4
2023-06-26,31,4
2023-06-27,31,4
2023-06-28,31,4
2023-06-29,31,4
2023-06-30,31,4
2023-07-01,31,4
2023-07-02,29,4
2023-07-03,29,4
2023-07-04,29,4
2023-07-05,29,4
2023-07-06,29,4
2023-07-07,29,4
2023-07-08,29,4
2023-07-09,30,4
2023-07-10,30,4
2023-07-11,30,4
2023-07-12,30,4
2023-07-13,30,4
2023-07-14,30,4
2023-07-15,30,4
2023-07-16,28,4
2023-07-17,28,4
2023-07-18,28,4
2023-07-19,28,4
2023-07-20,28,4
2023-07-21,28,4
2023-07-22,28,4
2023-07-23,26,4
2023-07-24,26,4
2023-07-25,26,4
2023-07-26,26,4
2023-07-27,26,4
2023-07-28,26,4
2023-07-29,26,4
2023-07-30,26,3
2023-07-31,26,3
2023-08-01,26,3
2023-08-02,26,3
2023-08-03,26,3
2023-08-04,26,3
2023-08-05,26,3
2023-08-06,26,3
2023-08-07,26,3
2023-08-08,26,3
2023-08-09,26,3
2023-08-10,26,3
2023-08-11,26,3
2023-08-12,26,3
2023-08-13,30,4
2023-08-14,30,4
2023-08-15,30,4
2023-08-16,30,4
2023-08-17,30,4
2023-08-18,30,4
2023-08-19,30,4
2023-08-20,27,3
2023-08-21,27,3
2023-08-22,27,3
2023-08-23,27,3
2023-08-24,27,3
2023-08-25,27,3
2023-08-26,27,3
2023-08-27,28,3
2023-08-28,28,3
2023-08-29,28,3
2023-08-30,28,3
2023-08-31,28,3
2023-09-01,28,3
2023-09-02,28,3
2023-09-03,24,3
2023-09-04,24,3
2023-09-05,24,3
2023-09-06,24,3
2023-09-07,24,3
2023-09-08,24,3
2023-09-09,24,3
2023-09-10,24,3
2023-09-11,24,3
2023-09-12,24,3
2023-09-13,24,3
2023-09-14,24,3
2023-09-15,24,3
2023-09-16,24,3
2023-09-17,24,3
2023-09-18,24,3
2023-09-19,24,3
2023-09-20,24,3
2023-09-21,24,3
2023-09-22,24,3
2023-09-23,24,3
2023-09-24,23,3
2023-09-25,23,3
2023-09-26,23,3
2023-09-27,23,3
2023-09-28,23,3
2023-09-29,23,3
2023-09-30,23,3
2023-10-01,25,3
2023-10-02,25,3
2023-10-03,25,3
2023-10-04,25,3
2023-10-05,25,3
2023-10-06,25,3
2023-10-07,25,3
2023-10-08,24,3
2023-10-09,24,3
2023-10-10,24,3
2023-10-11,24,3
2023-10-12,24,3
2023-10-13,24,3
2023-10-14,24,3
2023-10-15,27,3
2023-10-16,27,3
2023-10-17,27,3
2023-10-18,27,3
2023-10-19,27,3
2023-10-20,27,3
2023-10-21,27,3
2023-10-22,39,4
2023-10-23,39,4
2023-10-24,39,4
2023-10-25,39,4
2023-10-26,39,4
2023-10-27,39,4
2023-10-28,39,4
2023-10-29,32,4
2023-10-30,32,4
2023-10-31,32,4
2023-11-01,32,4
2023-11-02,32,4
2023-11-03,32,4
2023-11-04,32,4
2023-11-05,33,6
2023-11-06,33,6
2023-11-07,33,6
2023-11-08,33,6
2023-11-09,33,6
2023-11-10,33,6
2023-11-11,33,6
2023-11-12,32,5
2023-11-13,32,5
2023-11-14,32,5
2023-11-15,32,5
2023-11-16,32,5
2023-11-17,32,5
2023-11-18,32,5
2023-11-19,31,5
2023-11-20,31,5
2023-11-21,31,5
2023-11-22,31,5
2023-11-23,31,5
2023-11-24,31,5
2023-11-25,31,5
2023-11-26,31,4
2023-11-27,31,4
2023-11-28,31,4
2023-11-29,31,4
2023-11-30,31,4
2023-12-01,31,4
2023-12-02,31,4
2023-12-03,48,7
2023-12-04,48,7
2023-12-05,48,7
2023-12-06,48,7
2023-12-07,48,7
2023-12-08,48,7
2023-12-09,48,7
2023-12-10,37,5
2023-12-11,37,5
2023-12-12,37,5
2023-12-13,37,5
2023-12-14,37,5
2023-12-15,37,5
2023-12-16,37,5
2023-12-17,36,5
2023-12-18,36,5
2023-12-19,36,5
2023-12-20,36,5
2023-12-21,36,5
2023-12-22,36,5
2023-12-23,36,5
2023-12-24,33,5
2023-12-25,33,5
2023-12-26,33,5
2023-12-27,33,5
2023-12-28,33,5
2023-12-29,33,5
2023-12-30,33,5
2023-12-31,42,5
2024-01-01,42,5
2024-01-02,42,5
2024-01-03,42,5
2024-01-04,42,5
2024-01-05,42,5
2024-01-06,42,5
2024-01-07,65,7
2024-01-08,65,7
2024-01-09,65,7
2024-01-10,65,7
2024-01-11,65,7
2024-01-12,65,7
2024-01-13,65,7
2024-01-14,39,5
2024-01-15,39,5
2024-01-16,39,5
2024-01-17,39,5
2024-01-18,39,5
2024-01-19,39,5
2024-01-20,39,5
2024-01-21,34,5
2024-01-22,34,5
2024-01-23,34,5
2024-01-24,34,5
2024-01-25,34,5
2024-01-26,34,5
2024-01-27,34,5
2024-01-28,28,4
2024-01-29,28,4
2024-01-30,28,4
2024-01-31,28,4
2024-02-01,28,4
2024-02-02,28,4
2024-02-03,28,4
2024-02-04,30,4
2024-02-05,30,4
2024-02-06,30,4
2024-02-07,30,4
2024-02-08,30,4
2024-02-09,30,4
2024-02-10,30,4
2024-02-11,44,6
2024-02-12,44,6
2024-02-13,44,6
2024-02-14,44,6
2024-02-15,44,6
2024-02-16,44,6
2024-02-17,44,6
2024-02-18,34,7
2024-02-19,34,7
2024-02-20,34,7
2024-02-21,34,7
2024-02-22,34,7
2024-02-23,34,7
2024-02-24,34,7
2024-02-25,63,11
2024-02-26,63,11
2024-02-27,63,11
2024-02-28,63,11
2024-02-29,63,11
2024-03-01,63,11
2024-03-02,63,11
2024-03-03,79,12
2024-03-04,79,12
2024-03-05,79,12
2024-03-06,79,12
2024-03-07,79,12
2024-03-08,79,12
2024-03-09,79,12
2024-03-10,69,11
2024-03-11,69,11
2024-03-12,69,11
2024-03-13,69,11
2024-03-14,69,11
2024-03-15,69,11
2024-03-16,69,11
2024-03-17,58,9
2024-03-18,58,9
2024-03-19,58,9
2024-03-20,58,9
2024-03-21,58,9
2024-03-22,58,9
2024-03-23,58,9
2024-03-24,51,7
2024-03-25,51,7
2024-03-26,51,7
2024-03-27,51,7
2024-03-28,51,7
2024-03-29,51,7
2024-03-30,51,7
2024-03-31,45,6
2024-04-01,45,6
2024-04-02,45,6
2024-04-03,45,6
2024-04-04,45,6
2024-04-05,45,6
2024-04-06,45,6
2024-04-07,47,6
2024-04-08,47,6
2024-04-09,47,6
2024-04-10,47,6
2024-04-11,47,6
2024-04-12,47,6
2024-04-13,47,6
2024-04-14,65,6
2024-04-15,65,6
2024-04-16,65,6
2024-04-17,65,6
2024-04-18,65,6
2024-04-19,65,6
2024-04-20,65,6
2024-04-21,40,5
2024-04-22,40,5
2024-04-23,40,5
2024-04-24,40,5
2024-04-25,40,5
2024-04-26,40,5
2024-04-27,40,5
2024-04-28,40,5
2024-04-29,40,5
2024-04-30,40,5
2024-05-01,40,5
2024-05-02,40,5
2024-05-03,40,5
2024-05-04,40,5
2024-05-05,32,4
2024-05-06,32,4
2024-05-07,32,4
2024-05-08,32,4
2024-05-09,32,4
2024-05-10,32,4
2024-05-11,32,4
2024-05-12,32,4
2024-05-13,32,4
2024-05-14,32,4
2024-05-15,32,4
2024-05-16,32,4
2024-05-17,32,4
2024-05-18,32,4
2024-05-19,35,11
2024-05-20,35,11
2024-05-21,35,11
2024-05-22,35,11
2024-05-23,35,11
2024-05-24,35,11
2024-05-25,35,11
2024-05-26,29,6
2024-05-27,29,6
2024-05-28,29,6
2024-05-29,29,6
2024-05-30,29,6
2024-05-31,29,6
2024-06-01,29,6
2024-06-02,31,6
2024-06-03,31,6
2024-06-04,31,6
2024-06-05,31,6
2024-06-06,31,6
2024-06-07,31,6
2024-06-08,31,6
2024-06-09,30,5
2024-06-10,30,5
2024-06-11,30,5
2024-06-12,30,5
2024-06-13,30,5
2024-06-14,30,5
2024-06-15,30,5
2024-06-16,28,4
2024-06-17,28,4
2024-06-18,28,4
2024-06-19,28,4
2024-06-20,28,4
2024-06-21,28,4
2024-06-22,28,4
2024-06-23,30,4
2024-06-24,30,4
2024-06-25,30,4
2024-06-26,30,4
2024-06-27,30,4
2024-06-28,30,4
2024-06-29,30,4
2024-06-30,33,4
2024-07-01,33,4
2024-07-02,33,4
2024-07-03,33,4
2024-07-04,33,4
2024-07-05,33,4
2024-07-06,33,4
2024-07-07,34,4
2024-07-08,34,4
2024-07-09,34,4
2024-07-10,34,4
2024-07-11,34,4
2024-07-12,34,4
2024-07-13,34,4
2024-07-14,35,5
2024-07-15,35,5
2024-07-16,35,5
2024-07-17,35,5
2024-07-18,35,5
2024-07-19,35,5
2024-07-20,35,5
2024-07-21,35,6
2024-07-22,35,6
2024-07-23,35,6
2024-07-24,35,6
2024-07-25,35,6
2024-07-26,35,6
2024-07-27,35,6
2024-07-28,33,5
2024-07-29,33,5
2024-07-30,33,5
2024-07-31,33,5
2024-08-01,33,5
2024-08-02,33,5
2024-08-03,33,5
2024-08-04,51,7
2024-08-05,51,7
2024-08-06,51,7
2024-08-07,51,7
2024-08-08,51,7
2024-08-09,51,7
2024-08-10,51,7
2024-08-11,33,4
2024-08-12,33,4
2024-08-13,33,4
2024-08-14,33,4
2024-08-15,33,4
2024-08-16,33,4
2024-08-17,33,4
2024-08-18,30,4
2024-08-19,30,4
2024-08-20,30,4
2024-08-21,30,4
2024-08-22,30,4
2024-08-23,30,4
2024-08-24,30,4
2024-08-25,28,4
2024-08-26,28,4
2024-08-27,28,4
2024-08-28,28,4
2024-08-29,28,4
2024-08-30,28,4
2024-08-31,28,4
2024-09-01,28,4
2024-09-02,28,4
2024-09-03,28,4
2024-09-04,28,4
2024-09-05,28,4
2024-09-06,28,4
2024-09-07,28,4
2024-09-08,28,4
2024-09-09,28,4
2024-09-10,28,4
2024-09-11,28,4
2024-09-12,28,4
2024-09-13,28,4
2024-09-14,28,4
2024-09-15,30,4
2024-09-16,30,4
2024-09-17,30,4
2024-09-18,30,4
2024-09-19,30,4
2024-09-20,30,4
2024-09-21,30,4
2024-09-22,27,4
2024-09-23,27,4
2024-09-24,27,4
2024-09-25,27,4
2024-09-26,27,4
2024-09-27,27,4
2024-09-28,27,4
2024-09-29,27,3
2024-09-30,27,3
2024-10-01,27,3
2024-10-02,27,3
2024-10-03,27,3
2024-10-04,27,3
2024-10-05,27,3
2024-10-06,27,3
2024-10-07,27,3
2024-10-08,27,3
2024-10-09,27,3
2024-10-10,27,3
2024-10-11,27,3
2024-10-12,27,3
2024-10-13,27,3
2024-10-14,27,3
2024-10-15,27,3
2024-10-16,27,3
2024-10-17,27,3
2024-10-18,27,3
2024-10-19,27,3
2024-10-20,26,3
2024-10-21,26,3
2024-10-22,26,3
2024-10-23,26,3
2024-10-24,26,3
2024-10-25,26,3
2024-10-26,26,3
2024-10-27,34,4
2024-10-28,34,4
2024-10-29,34,4
2024-10-30,34,4
2024-10-31,34,4
2024-11-01,34,4
2024-11-02,34,4
2024-11-03,52,6
2024-11-04,52,6
2024-11-05,52,6
2024-11-06,52,6
2024-11-07,52,6
2024-11-08,52,6
2024-11-09,52,6
2024-11-10,95,11
2024-11-11,95,11
2024-11-12,95,11
2024-11-13,95,11
2024-11-14,95,11
2024-11-15,95,11
2024-11-16,95,11
2024-11-17,82,9
2024-11-18,82,9
2024-11-19,82,9
2024-11-20,82,9
2024-11-21,82,9
2024-11-22,82,9
2024-11-23,82,9
2024-11-24,63,8
2024-11-25,63,8
2024-11-26,63,8
2024-11-27,63,8
2024-11-28,63,8
2024-11-29,63,8
2024-11-30,63,8
2024-12-01,73,10
2024-12-02,73,10
2024-12-03,73,10
2024-12-04,73,10
2024-12-05,73,10
2024-12-06,73,10
2024-12-07,73,10
2024-12-08,59,8
2024-12-09,59,8
2024-12-10,59,8
2024-12-11,59,8
2024-12-12,59,8
2024-12-13,59,8
2024-12-14,59,8
2024-12-15,65,8
2024-12-16,65,8
2024-12-17,65,8
2024-12-18,65,8
2024-12-19,65,8
2024-12-20,65,8
2024-12-21,65,8
2024-12-22,53,6
2024-12-23,53,6
2024-12-24,53,6
2024-12-25,53,6
2024-12-26,53,6
2024-12-27,53,6
2024-12-28,53,6
2024-12-29,49,6
2024-12-30,49,6
2024-12-31,49,6
2025-01-01,49,6
2025-01-02,49,6
2025-01-03,49,6
2025-01-04,49,6
2025-01-05,48,5
2025-01-06,48,5
2025-01-07,48,5
2025-01-08,48,5
2025-01-09,48,5
2025-01-10,48,5
2025-01-11,48,5
2025-01-12,49,6
2025-01-13,49,6
2025-01-14,49,6
2025-01-15,49,6
2025-01-16,49,6
2025-01-17,49,6
2025-01-18,49,6
2025-01-19,63,7
2025-01-20,63,7
2025-01-21,63,7
2025-01-22,63,7
2025-01-23,63,7
2025-01-24,63,7
2025-01-25,63,7
2025-01-26,46,5
2025-01-27,46,5
2025-01-28,46,5
2025-01-29,46,5
2025-01-30,46,5
2025-01-31,46,5
2025-02-01,46,5
2025-02-02,49,8
2025-02-03,49,8
2025-02-04,49,8
2025-02-05,49,8
2025-02-06,49,8
2025-02-07,49,8
2025-02-08,49,8
2025-02-09,35,5
2025-02-10,35,5
2025-02-11,35,5
2025-02-12,35,5
2025-02-13,35,5
2025-02-14,35,5
2025-02-15,35,5
2025-02-16,33,5
2025-02-17,33,5
2025-02-18,33,5
2025-02-19,33,5
2025-02-20,33,5
2025-02-21,33,5
2025-02-22,33,5
2025-02-23,52,6
2025-02-24,52,6
2025-02-25,52,6
2025-02-26,52,6
2025-02-27,52,6
2025-02-28,52,6
2025-03-01,52,6
2025-03-02,55,6
2025-03-03,55,6
2025-03-04,55,6
2025-03-05,55,6
2025-03-06,55,6
2025-03-07,55,6
2025-03-08,55,6
2025-03-09,48,6
2025-03-10,48,6
2025-03-11,48,6
2025-03-12,48,6
2025-03-13,48,6
2025-03-14,48,6
2025-03-15,48,6
2025-03-16,34,4
2025-03-17,34,4
2025-03-18,34,4
2025-03-19,34,4
2025-03-20,34,4
2025-03-21,34,4
2025-03-22,34,4
2025-03-23,32,4
2025-03-24,32,4
2025-03-25,32,4
2025-03-26,32,4
2025-03-27,32,4
2025-03-28,32,4
2025-03-29,32,4
2025-03-30,38,4
2025-03-31,38,4
2025-04-01,38,4
2025-04-02,38,4
2025-04-03,38,4
2025-04-04,38,4
2025-04-05,38,4
2025-04-06,46,6
2025-04-07,46,6
2025-04-08,46,6
2025-04-09,46,6
2025-04-10,46,6
2025-04-11,46,6
2025-04-12,46,6
2025-04-13,29,4
2025-04-14,29,4
2025-04-15,29,4
2025-04-16,29,4
2025-04-17,29,4
2025-04-18,29,4
2025-04-19,29,4
2025-04-20,35,4
2025-04-21,35,4
2025-04-22,35,4
2025-04-23,35,4
2025-04-24,35,4
2025-04-25,35,4
2025-04-26,35,4
2025-04-27,29,4
2025-04-28,29,4
2025-04-29,29,4
2025-04-30,29,4
2025-05-01,29,4
2025-05-02,29,4
2025-05-03,29,4
2025-05-04,33,5
2025-05-05,33,5
2025-05-06,33,5
2025-05-07,33,5
2025-05-08,33,5
2025-05-09,33,5
2025-05-10,33,5
2025-05-11,34,6
2025-05-12,34,6
2025-05-13,34,6
2025-05-14,34,6
2025-05-15,34,6
2025-05-16,34,6
2025-05-17,34,6
2025-05-18,42,6
2025-05-19,42,6
2025-05-20,42,6
2025-05-21,42,6
2025-05-22,42,6
2025-05-23,42,6
2025-05-24,42,6
2025-05-25,35,5
2025-05-26,35,5
2025-05-27,35,5
2025-05-28,35,5
2025-05-29,35,5
2025-05-30,35,5
2025-05-31,35,5
2025-06-01,30,4
2025-06-02,30,4
2025-06-03,30,4
2025-06-04,30,4
2025-06-05,30,4
2025-06-06,30,4
2025-06-07,30,4
2025-06-08,32,5
2025-06-09,32,5
2025-06-10,32,5
2025-06-11,32,5
2025-06-12,32,5
2025-06-13,32,5
2025-06-14,32,5
2025-06-15,28,4
2025-06-16,28,4
2025-06-17,28,4
2025-06-18,28,4
2025-06-19,28,4
2025-06-20,28,4
2025-06-21,28,4
2025-06-22,31,4
